question,ground_truth_answer,source_document,supporting_context,topic,context_used,llm_response,bleu,rougeL,answer_relevancy,faithfulness,context_precision,context_recall,summarization_score
Is there a vaccine?,Not currently. There is currently no vaccine to protect against COVID-19. The best way to prevent infection is to avoid exposure to the virus.,COUGH_FAQ_BANK,Not currently. There is currently no vaccine to protect against COVID-19. The best way to prevent infection is to avoid exposure to the virus.,vaccination,"No vaccine is currently available, but human testing on a vaccine will begin soon. It may take a year or more to determine if an effective vaccine exists. || No, there is currently no vaccine for COVID-19. || There is currently no vaccine to protect against COVID-19. The best prevention is to avoid exposure to the virus. || Currently, there is no vaccine available to protect against COVID-19. || No, there is currently no vaccine against this virus. However, breakthroughs in China and Australia have allowed scientists to test vaccine possibilities in the coming weeks and months.","No, there is currently no vaccine available to protect against COVID-19.",0.16501631382371965,0.5405405405405406,0.7028133858239979,1.0,0.9999999999,0.6666666666666666,0.49647887323961515
2. What are the symptoms of COVID-19?,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but dont develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.",COVID19_FAQ,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but dont develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.",symptoms,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Other symptoms may include aches, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and begin gradually. Some people may be infected without symptoms. About 80% recover without special treatment, but around 1 in 6 may develop serious illness, particularly older adults and those with underlying health conditions. Individuals with fever, cough, and difficulty breathing should seek medical attention. || Symptoms of COVID-19 include:
- Fever or chills
- Cough
- Shortness of breath or difficulty breathing
- Muscle or body aches
- Headache
- New loss of taste or smell
- Sore throat
- Congestion or runny nose
- Nausea or vomiting
- Diarrhea || The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Other symptoms may include aches and pains, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and begin gradually. Some individuals may be infected without developing symptoms. || Symptoms of COVID-19 may include cough, shortness of breath or difficulty breathing, fever, chills, repeated shaking with chills, muscle pain, headache, sore throat, and new loss of taste or smell. || Symptoms of COVID-19 include fever, cough, shortness of breath, and difficulty breathing.","The symptoms of COVID-19 include:
- Fever or chills
- Cough
- Shortness of breath or difficulty breathing
- Muscle or body aches
- Headache
- New loss of taste or smell
- Sore throat
- Congestion or runny nose
- Nausea or vomiting
- Diarrhea

Common symptoms are fever, tiredness, and dry cough, and symptoms usually begin gradually. Some individuals may be infected without developing symptoms.",0.08273501287641295,0.24418604651162792,0.8036220510753407,1.0,0.9999999999,1.0,0.3787087912088285
How long can a person spread COVID-19?,"At this time, it appears that persons can shed SARSCoV 2 virus about 2 days before becoming ill and up to 8 days after symptoms onset. CDC has recently changed the home isolation for known cases of COVID 19 due to this updated information. It is now known that persons can be asymptomatic with COVID 19. So, it is important that persons continue measures including social distancing, respiratory hygiene, and the use of cloth face coverings in persons 2 years of age and older to reduce the spread of this virus. health officials do not know when someone with COVID-19 becomes contagious.",COUGH_FAQ_BANK,"At this time, it appears that persons can shed SARSCoV 2 virus about 2 days before becoming ill and up to 8 days after symptoms onset. CDC has recently changed the home isolation for known cases of COVID 19 due to this updated information. It is now known that persons can be asymptomatic with COVID 19. So, it is important that persons continue measures including social distancing, respiratory hygiene, and the use of cloth face coverings in persons 2 years of age and older to reduce the spread of this virus. health officials do not know when someone with COVID-19 becomes contagious.",transmission,"A person can spread COVID-19 about 2 days before becoming ill and up to 8 days after symptoms onset. Asymptomatic individuals can also transmit the virus. || An infected person can spread COVID-19 starting 48 hours before symptoms appear or a positive test result. || A person with COVID-19 is contagious starting from 2 days before symptoms appear (or 2 days before testing positive if asymptomatic) until they meet the criteria to discontinue isolation. || A person can spread COVID-19 most easily when they have symptoms, but they can also spread it before symptoms appear. Symptoms may take 2–14 days to develop after exposure. || A person can spread COVID-19 even if asymptomatic. Health officials do not know the exact duration of contagiousness.","A person can spread COVID-19 starting 2 days before symptoms appear and can continue to be contagious for up to 8 days after symptoms onset. Asymptomatic individuals can also transmit the virus, but the exact duration of contagiousness for them is not known.",0.05394585707806908,0.23129251700680273,0.0,1.0,0.9999999999,0.6,0.4948979591837108
What kind of pertussis vaccine is used in middle and high income countries?,acellular,COVID-QA_MASTER,"Population-Based Pertussis Incidence and Risk Factors in Infants Less Than 6 Months in Nepal https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5907881/ SHA: ef821e34873d4752ecae41cd9dfc08a5e6db45e2 Authors: Hughes, Michelle M; Englund, Janet A; Kuypers, Jane; Tielsch, James M; Khatry, Subarna K; Shrestha, Laxman; LeClerq, Steven C; Steinhoff, Mark; Katz, Joanne Date: 2017-03-01 DOI: 10.1093/jpids/piw079 License: cc-by Abstract: BACKGROUND: Pertussis is estimated to cause 2 percent of childhood deaths globally and is a growing public health problem in developed countries despite high vaccination",vaccination,Acellular pertussis vaccine is used in middle and high income countries. || Middle and high-income countries use whole cell pertussis vaccines. || The retrieved context does not provide relevant information about the type of pertussis vaccine used in middle and high-income countries. Please provide specific information regarding the pertussis vaccine for a more accurate response. || The retrieved context does not provide relevant information about the pertussis vaccine used in middle and high-income countries. Please provide specific information regarding the pertussis vaccine for a more accurate response. || Middle and high-income countries typically use acellular pertussis vaccines.,Middle and high-income countries typically use acellular pertussis vaccines.,0.0,0.18181818181818182,0.7159098445130009,1.0,0.9999999999,1.0,0.43624161073826573
Are there any vaccines against to protect against respiratory viral infections?,"Currently, there are no approved vaccines or medications available for most of the respiratory viruses",COVID-QA_MASTER,"A 3-year prospective study of the epidemiology of acute respiratory viral infections in hospitalized children in Shenzhen, China https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4181804/ SHA: ef5fe7296ec8baf90d974cf5737af0da3ed403ea Authors: He, Ying; Lin, Guang-Yu; Wang, Qiong; Cai, Xiao-Ying; Zhang, Yin-Hui; Lin, Chuang-Xing; Lu, Chang-Dong; Lu, Xue-Dong Date: 2014-05-14 DOI: 10.1111/irv.12257 License: cc-by Abstract: BACKGROUND: The epidemiology of local viral etiologies is essential for the management of viral respiratory tract infections. Limited data are available in China to describe th",vaccination,"Vaccines against pneumonia do not protect against COVID-19. Vaccination against respiratory illnesses is highly recommended for health protection. || Pneumococcal vaccines do not specifically protect against the coronavirus that causes COVID-19, but they are recommended to protect against other respiratory illnesses. || Vaccination against respiratory illnesses is highly recommended to protect your health, but flu and pneumonia vaccines are not effective against COVID-19. || Vaccines like the pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine protect against specific bacterial infections but do not protect against coronavirus pneumonia, including COVID-19. || Vaccines can help protect against respiratory infections. If you’re over 65, have a chronic respiratory illness, or a history of cancer, consult your doctor about the pneumonia vaccine, which protects against certain types of pneumonia, though not those caused by coronavirus.",I do not have enough information to answer this question.,0.0,0.0,0.0,0.0,0.0,0.0,0.4521812080536993
What is the global coverage of influenza and pneumonia vaccines?,"By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. However, inequities are still apparent among regions: in the Americas coverage is estimated at 90%, while in the Western Pacific it is only 25%. By 2015, pneumococcal conjugate vaccination had been introduced into 54 countries, with global coverage of 35% for three doses of pneumococcal conjugate vaccination for infant populations",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. Coverage varies by region: 90% in the Americas and 25% in the Western Pacific. || Global coverage for influenza and pneumonia vaccines varies, with the Western Pacific at 25%. By 2015, pneumococcal conjugate vaccination was introduced in 54 countries, achieving 35% coverage for three doses in infant populations. || Prior to the availability of vaccines, S. pneumoniae and H. influenzae type B were the most important bacterial causes of pneumonia, with Staphylococcus aureus and Klebsiella pneumoniae linked to severe cases. Respiratory syncytial virus was the leading viral cause. || Vaccination against Haemophilus influenzae type B is associated with an 18% decrease in radiologic pneumonia, while pneumococcal conjugate vaccination is linked to a 26% decrease in California. || New conjugate vaccines against Haemophilus influenzae type b and Streptococcus pneumoniae have reduced cases of pneumonia.",I do not have enough information to answer this question.,0.0,0.0,0.0,0.0,0.9999999999,1.0,0.4521812080536993
6. I am well and asymptomatic. Should I use a mask?,"According to the WHO, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non-sick persons. However, masks might be worn in some countries according to local cultural habits. If masks are used, best practices should be followed on how to wear, remove, and dispose of them and on hand hygiene action after removal. For more information, visit the WHO guidance on use of masks in the community.",COVID19_FAQ,"According to the WHO, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non-sick persons. However, masks might be worn in some countries according to local cultural habits. If masks are used, best practices should be followed on how to wear, remove, and dispose of them and on hand hygiene action after removal. For more information, visit the WHO guidance on use of masks in the community.",symptoms,"According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its effectiveness for non-sick persons. However, local cultural practices may influence mask usage. If masks are worn, proper usage and hygiene practices should be followed. || According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its usefulness for non-sick persons. || If masks are used, follow best practices for wearing, removing, and disposing of them, as well as hand hygiene after removal. Local cultural habits may also influence mask usage. || As you are well and asymptomatic, refer to WHO guidance on mask use in the community. || You should wear a mask until you have no symptoms (coughing or sneezing) for 24-48 hours after complete recovery.","According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its effectiveness for non-sick persons.",0.03759196184840234,0.2727272727272727,0.6739081326851558,1.0,0.9999999999,0.75,0.5252631578947736
Should hepatitis A and hepatitis B vaccines continue to be administered to adults at risk for hepatitis A or hepatitis B?,"Yes. Continue to administer these vaccines if an in-person visit must be scheduled for some other purpose and the clinical preventive service can be delivered during that visit with no additional risk; or an individual patient and their clinician believe that there is a compelling need to receive the service based on an assessment that the potential benefit outweighs the risk of exposure to SARS-CoV-2 virus. For more information see Delivery of Adult Clinical Preventive Services, Including Immunizations.",COUGH_FAQ_BANK,"Yes. Continue to administer these vaccines if an in-person visit must be scheduled for some other purpose and the clinical preventive service can be delivered during that visit with no additional risk; or an individual patient and their clinician believe that there is a compelling need to receive the service based on an assessment that the potential benefit outweighs the risk of exposure to SARS-CoV-2 virus. For more information see Delivery of Adult Clinical Preventive Services, Including Immunizations.",vaccination,"The retrieved context does not provide relevant information regarding the administration of hepatitis A and B vaccines to adults at risk. Therefore, there is no medically important fact to preserve or compress. || Hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for hepatitis A or hepatitis B. || Hepatitis A and B vaccines should continue to be administered to adults at risk for these infections. A concern with these vaccines is their safety in immunocompromised individuals. || The retrieved context does not address the user query about the administration of hepatitis A and B vaccines to at-risk adults. Therefore, there is no relevant information to compress. || The retrieved context does not address the user query about hepatitis A and B vaccines. Therefore, there is no relevant information to compress.","Yes, hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for hepatitis A or hepatitis B.",0.0,0.13592233009708737,0.9220693203885612,1.0,0.0,0.0,0.37622789783892413
"What are the recommendations for individuals, especially vulnerable persons, in slowing the spread of COVID-19?","The following are recommendations for individuals under the Safer at Home health order: Minimizing travel outside the home, especially if sick. Wearing face coverings around people from other households when it is necessary to leave the home. Washing hands frequently with soap and water or hand sanitizer, especially after touching frequently used items or surfaces Refraining from touching one's face. Sneezing or coughing into a tissue, or the inside of one's elbow. Disinfecting frequently used items and surfaces as much as possible.",COUGH_FAQ_BANK,"The following are recommendations for individuals under the Safer at Home health order: Minimizing travel outside the home, especially if sick. Wearing face coverings around people from other households when it is necessary to leave the home. Washing hands frequently with soap and water or hand sanitizer, especially after touching frequently used items or surfaces Refraining from touching one's face. Sneezing or coughing into a tissue, or the inside of one's elbow. Disinfecting frequently used items and surfaces as much as possible.",transmission,"Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include minimizing travel outside the home, particularly if sick, and wearing face coverings around people from other households when leaving the home is necessary. || Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include: 

- Washing hands frequently with soap and water or hand sanitizer.
- Refraining from touching the face.
- Sneezing or coughing into a tissue or the inside of the elbow.
- Disinfecting frequently used items and surfaces. || To slow the spread of COVID-19, individuals, especially vulnerable persons, should minimize in-person contact, practice physical distancing, ensure good ventilation, wear masks or cloth face coverings, and wash hands frequently. Fewer, shorter, and safer interactions are essential. || Public Health recommends that everyone, especially vulnerable individuals, avoid all non-essential contact with others to help slow the spread of COVID-19. || Older adults and individuals with risk factors should stay home if possible and wear a cloth face covering in public, especially where social distancing is difficult.","Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include:

1. Minimizing travel outside the home, particularly if sick.
2. Wearing face coverings around people from other households when leaving the home is necessary.
3. Washing hands frequently with soap and water or hand sanitizer.
4. Refraining from touching the face.
5. Sneezing or coughing into a tissue or the inside of the elbow.
6. Disinfecting frequently used items and surfaces.
7. Minimizing in-person contact and practicing physical distancing.
8. Ensuring good ventilation.
9. Avoiding all non-essential contact with others.
10. Staying home if possible, especially for older adults and individuals with risk factors.",0.323239615520442,0.5567010309278351,0.8448886898027977,1.0,0.9999999999,1.0,0.41666666666675967
How can CCR5's effect in HIV-1 transmission be reduced?,The 32-pb deletion polymorphism in CCR5 has be shown to protect from vertical transmission of HIV-1,COVID-QA_MASTER,"Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2752805/ Boily-Larouche, Geneviève; Iscache, Anne-Laure; Zijenah, Lynn S.; Humphrey, Jean H.; Mouland, Andrew J.; Ward, Brian J.; Roger, Michel 2009-10-07 DOI:10.1371/journal.pone.0007211 License:cc-by Abstract: BACKGROUND: Mother-to-child transmission (MTCT) is the main cause of HIV-1 infection in children worldwide. Given that the C-type lectin receptor, dendritic cell-specific ICAM-grabbing non-integrin-related (DC-SIGNR, also known as CD209L or l",transmission,"The 32-pb deletion polymorphism in CCR5 protects against vertical transmission of HIV-1. || CCR5 genetic variants influence HIV-1 transmission, with higher expression linked to increased risk of mother-to-child transmission (MTCT) in sub-Saharan Africans. || Low levels of DC-SIGNR in the placenta lead to preferential binding of HIV-1 to CCR5 on endothelial cells, compromising placental barrier integrity and increasing the risk of mother-to-child transmission (MTCT) of HIV-1. || High copy numbers of CCL3L1, a ligand for CCR5, are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1. || DC-SIGNR at the placental endothelial cell surface may protect infants from HIV-1 infection by capturing the virus and promoting its degradation.",I do not have enough information to answer this question.,0.0,0.07142857142857142,0.0,0.0,0.9999999999,1.0,0.4522613065326713
What is the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants?,544 base pairs,COVID-QA_MASTER,"The First Detection of Equine Coronavirus in Adult Horses and Foals in Ireland https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832964/ SHA: eee5a9068ade4c6776f189045115a90a5785e983 Authors: Nemoto, Manabu; Schofield, Warren; Cullinane, Ann Date: 2019-10-14 DOI: 10.3390/v11100946 License: cc-by Abstract: The objective of this study was to investigate the presence of equine coronavirus (ECoV) in clinical samples submitted to a diagnostic laboratory in Ireland. A total of 424 clinical samples were examined from equids with enteric disease in 24 Irish counties between 2011 and 2015. A real-time",prevention,"The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is 544 base pairs. || The distance between the p4.7 and p12.7 genes in the Irish equine coronavirus variant includes a 148-nucleotide insertion compared to the Japanese variant. || The Irish equine coronaviruses show a high level of homology, suggesting low genetic diversity. || The retrieved context does not contain relevant information regarding the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants. || The retrieved context does not contain relevant information regarding the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants.",The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is 544 base pairs.,0.0,0.24000000000000002,0.9999991141817764,0.3333333333333333,0.9999999999,1.0,0.46974789915968096
What are the symptoms of H5N1 infection in humans?,"fever, encephalitis, pneumonia, and severe acute respiratory syndrome (SARS)",COVID-QA_MASTER,"Immunomodulatory Activity and Protective Effects of Polysaccharide from Eupatorium adenophorum Leaf Extract on Highly Pathogenic H5N1 Influenza Infection https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3789439/ SHA: efba2008a6ccf1ad2614aebd79a6a741ea6538b9 Authors: Jin, Yi; Zhang, Yuewei; Wan, Chunyan; Wang, Hongjun; Hou, Lingyu; Chang, Jianyu; Fan, Kai; Xie, Xiangming Date: 2013-09-18 DOI: 10.1155/2013/194976 License: cc-by Abstract: The development of novel broad-spectrum, antiviral agents against H5N1 infection is urgently needed. In this study, we evaluated the immunomodulatory activities",symptoms,"Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || Symptoms of H5N1 infection in humans can include pneumonia, severe acute respiratory syndrome, kidney failure, and potentially death. || The retrieved context does not contain relevant information about H5N1 infection symptoms in humans. Please provide the correct context for a proper response. || Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || The retrieved context does not contain relevant information about H5N1 infection symptoms in humans. Please provide specific information regarding H5N1 symptoms for a concise and factual response.","Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, diarrhea, pneumonia, severe acute respiratory syndrome, kidney failure, and potentially death.",0.06157123341766962,0.21818181818181817,1.0000000000000002,0.9333333333333333,0.9999999999,0.75,0.2837095790116364
How are the studies on B-cells helping the development of a universal influenza vaccine?,"Influenza also performs fusion through the stem region of the hemagglutinin protein, and the identification of B cells that target this relatively conserved site has spurred research on the development of a universal influenza vaccine (",COVID-QA_MASTER,"Techniques to Study Antigen-Specific B Cell Responses https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6667631/ SHA: ee632fa425607e8ff91fc3730bc0782d43ce9c0c Authors: Boonyaratanakornkit, Jim; Taylor, Justin J. Date: 2019-07-24 DOI: 10.3389/fimmu.2019.01694 License: cc-by Abstract: Antibodies against foreign antigens are a critical component of the overall immune response and can facilitate pathogen clearance during a primary infection and also protect against subsequent infections. Dysregulation of the antibody response can lead to an autoimmune disease, malignancy, or enhanced infection. Sin",vaccination,"Studies on B-cells targeting the conserved stem region of the hemagglutinin protein are advancing research on a universal influenza vaccine. || Studies on B-cells have provided insights into the immune response to infections, which can inform the development of safer and more effective vaccine candidates for viruses like influenza. || Studies on B-cells have led to the development of vaccine candidates that elicit protective antibodies, antibodies that prevent disease when administered prophylactically, and therapeutic antibodies for post-disease treatment. || Studies on B-cells have improved the understanding of immunity to conserved influenza virus antigens, raising the possibility of developing a universal influenza vaccine. || Studies on rare B-cells that produce broadly neutralizing antibodies (bnAbs) are motivated by the discovery that these antibodies can protect against diverse viral isolates, driving efforts to understand their developmental pathways.","Studies on B-cells are helping the development of a universal influenza vaccine by targeting the conserved stem region of the hemagglutinin protein, improving the understanding of immunity to conserved influenza virus antigens, and providing insights into the immune response that can inform the development of safer and more effective vaccine candidates.",0.23160736798309386,0.3448275862068965,0.9586699999870945,1.0,0.9999999999,0.5,0.2021812080537413
10. Are the symptoms of COVID-19 different in children than in adults?,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",COVID19_FAQ,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",symptoms,"The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. It is unclear if some children, particularly those with underlying medical conditions, are at higher risk for severe illness. || The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. || Children exhibit similar cold-like symptoms to adults, including fever, runny nose, and cough. Severe symptoms are uncommon, with some cases reporting vomiting and diarrhea. || The symptoms of COVID-19 are similar in children and adults, including fever, cough, and difficulty breathing. || Symptoms of COVID-19 in children may differ from adults. The CDC is investigating multisystem inflammatory syndrome in children (MIS-C) associated with COVID-19.","The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Therefore, while there are similarities, the severity and presentation may differ.",0.05053798303908387,0.2807017543859649,0.8033814930673039,1.0,0.9999999999,0.7142857142857143,0.5671641791045118
What is the percentage reduction in pneumonia cases due to vaccination?,"Haemophilus influenzae type B conjugate vaccination in high-burden communities, the vaccination was associated with an 18% decrease in radiologic pneumonia [13] . Introduction of pneumococcal conjugate vaccination was associated with a 26% decrease in radiologic pneumonia in California between 1995 and 1998 [14] . In vaccine efficacy trials in low-and middle-income countries, pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia [15] , 25% in South Africa [16] and 26% in the Philippines",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"Haemophilus influenzae type B conjugate vaccination is associated with an 18% decrease in radiologic pneumonia. Pneumococcal conjugate vaccination is associated with a 26% decrease in radiologic pneumonia. || Pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia, 25% in South Africa, and 26% in the Philippines. || Vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks in South Africa. || The 10-valent pneumococcal conjugate vaccine has a vaccine efficacy of 22% in preventing presumed bacterial pneumonia in young children in South America. || There has been a 25% decrease in the incidence of pneumonia in low-and middle-income countries, from 0.29 episodes per child year in 2000 to 0.22 episodes per child year in 2010.",I do not have enough information to answer this question.,0.0,0.0,0.0,0.0,0.9999999999,0.4,0.4521812080536993
Why is their controversy surrounding the FIPV vaccine?,"the vaccine contains type 2 strain, whereas type 1 viruses are more prevalent in the field",COVID-QA_MASTER,"In Vitro Antiviral Activity of Circular Triple Helix Forming Oligonucleotide RNA towards Feline Infectious Peritonitis Virus Replication https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3950953/ SHA: f5ad2323eb387f6e271e2842bb2cc4a33504fde3 Authors: Choong, Oi Kuan; Mehrbod, Parvaneh; Tejo, Bimo Ario; Omar, Abdul Rahman Date: 2014-02-20 DOI: 10.1155/2014/654712 License: cc-by Abstract: Feline Infectious Peritonitis (FIP) is a severe fatal immune-augmented disease in cat population. It is caused by FIP virus (FIPV), a virulent mutant strain of Feline Enteric Coronavirus (FECV). Current treatmen",vaccination,"The controversy surrounding the FIPV vaccine stems from multiple challenges in vaccine development, including identifying suitable viral proteins as antigens, ensuring the stability and efficacy of these proteins, and the lengthy process of animal testing and clinical trials. Additionally, the need for compliance with Good Manufacturing Practices (GMP) complicates large-scale production. These factors contribute to delays and uncertainties in vaccine development. || The controversy surrounding the FIPV vaccine stems from the complexity of Feline Infectious Peritonitis (FIP) and its association with the feline coronavirus (FECV). Not all cats exposed to FECV develop FIP, and many cats can carry the virus without showing symptoms. The mutation of FECV to the FIP-causing form is more likely in immune-compromised cats, particularly those under one year old or in crowded conditions. There is no reliable test for FIP other than biopsies, and while some cats may shed the virus intermittently, not all infected cats will transmit it. The vaccine's effectiveness and the conditions under which FIP develops contribute to the ongoing debate. || The controversy surrounding the FIPV vaccine stems from the complexities of feline coronavirus (FCoV) and its relationship to FIP. Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While an active infection lasts several weeks to months, virus shedding can occur intermittently, and immune-compromised cats are more susceptible to the mutation that leads to FIP. Factors such as crowding and multiple infections increase the risk of mutation. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP. Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While cats with FIP are not infectious to other cats, they can shed the virus during an active infection. The mutation to a form of the virus that causes FIP is more likely in immune-compromised cats, and factors such as crowding and multiple exposures can increase this risk. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While a cat with FIP is not infectious to other cats, they can contract FCoV. The mutation to a form of the virus that causes FIP is more likely in immune-compromised cats, and most FIP cases occur in cats under one year old.","The controversy surrounding the FIPV vaccine stems from multiple factors, including the complexity of Feline Infectious Peritonitis (FIP) and its association with the feline coronavirus (FECV). Not all cats exposed to FECV develop FIP, and many can carry the virus without showing symptoms. The mutation of FECV to the FIP-causing form is more likely in immune-compromised cats, particularly those under one year old or in crowded conditions. Additionally, there is no reliable test for FIP other than biopsies, and the vaccine's effectiveness and the conditions under which FIP develops contribute to the ongoing debate. Furthermore, challenges in vaccine development, such as identifying suitable viral proteins, ensuring their stability and efficacy, and compliance with Good Manufacturing Practices (GMP), complicate large-scale production and contribute to delays and uncertainties.",0.0,0.06849315068493152,0.9072783965491705,1.0,0.0,0.0,8.393286066166183e-14
