question,ground_truth_answer,source_document,supporting_context,topic,context_used,llm_response,bleu,rougeL,answer_relevancy,faithfulness,context_precision,context_recall,summarization_score
What symptoms are associated with acute respiratory infections?,"sore throat, fever, couch, running nose, vomiting, body ache, leg pain, nausea, chills, shortness of breath",COVID-QA_MASTER,"Etiology of respiratory tract infections in the community and clinic in Ilorin, Nigeria https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5719735/ SHA: f2e835d2cde5f42054dbd0c20d4060721135c518 Authors: Kolawole, Olatunji; Oguntoye, Michael; Dam, Tina; Chunara, Rumi Date: 2017-12-07 DOI: 10.1186/s13104-017-3063-1 License: cc-by Abstract: OBJECTIVE: Recognizing increasing interest in community disease surveillance globally, the goal of this study was to investigate whether respiratory viruses circulating in the community may be represented through clinical (hospital) surveillance in Nigeria. RESU",symptoms,"Symptoms of acute respiratory infections include cough and difficulty breathing. || Acute respiratory infections are not the same as allergy symptoms, though there can be overlap in symptoms like headache, sneezing, and cough. || Acute respiratory infections are infections of the upper or lower respiratory tract that can interfere with normal breathing. Symptoms may include cough, difficulty breathing, and other respiratory distress. || Acute respiratory infections typically present with symptoms such as cough, fever, sore throat, and difficulty breathing. || Acute respiratory infections can cause symptoms such as cough, fever, sore throat, and difficulty breathing.","Symptoms associated with acute respiratory infections include cough and difficulty breathing. The context also lists fever and sore throat as typical symptoms, and notes there can be overlap with allergy-like symptoms such as headache and sneezing.",0.0,0.07547169811320754,0.9907734797184823,0.75,0.0,0.4,0.29194630872486715
Is there a vaccine?,Not currently. There is currently no vaccine to protect against COVID-19. The best way to prevent infection is to avoid exposure to the virus.,COUGH_FAQ_BANK,Not currently. There is currently no vaccine to protect against COVID-19. The best way to prevent infection is to avoid exposure to the virus.,vaccination,"No vaccine is currently available, but human testing on a vaccine will begin soon. It may take a year or more to determine if an effective vaccine exists. || No, currently there is not a vaccine for COVID-19. || There is currently no vaccine to protect against COVID-19. The best prevention is to avoid exposure to the virus. || Currently, there is no vaccine available to protect against COVID-19. || No, there is currently no vaccine against this virus. However, breakthroughs in China and Australia have allowed scientists to test vaccine possibilities in the coming weeks and months.","No. The context states that there is currently no vaccine available to protect against COVID-19, though vaccine testing is expected to begin soon and may take a year or more to determine if an effective vaccine exists.",0.13749963202430754,0.41269841269841273,0.6785935296370728,1.0,0.9999999999,0.6666666666666666,0.25000000000035205
2. What are the symptoms of COVID-19?,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but dont develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.",COVID19_FAQ,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Some patients may have aches and pains, nasal congestion, runny nose, sore throat or diarrhea. These symptoms are usually mild and begin gradually. Some people become infected but dont develop any symptoms and don't feel unwell. Most people (about 80%) recover from the disease without needing special treatment. Around 1 out of every 6 people who gets COVID-19 becomes seriously ill and develops difficulty breathing. Older people, and those with underlying medical problems like high blood pressure, heart problems or diabetes, are more likely to develop serious illness. People with fever, cough and difficulty breathing should seek medical attention.",symptoms,"The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Other symptoms may include aches, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and begin gradually. Some people may be infected without symptoms. About 80% recover without special treatment, but around 1 in 6 may develop serious illness, particularly older adults and those with underlying health conditions. Individuals with fever, cough, and difficulty breathing should seek medical attention. || Symptoms of COVID-19 include:
- Fever or chills
- Cough
- Shortness of breath or difficulty breathing
- Muscle or body aches
- Headache
- New loss of taste or smell
- Sore throat
- Congestion or runny nose
- Nausea or vomiting
- Diarrhea || The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Other symptoms may include aches and pains, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and begin gradually. Some people may be infected without developing symptoms. || Symptoms of COVID-19 may include cough, shortness of breath or difficulty breathing, fever, chills, repeated shaking with chills, muscle pain, headache, sore throat, and new loss of taste or smell. || Symptoms of COVID-19 include fever, cough, shortness of breath, and difficulty breathing.",Symptoms of COVID-19 include fever or chills; tiredness; dry cough/cough; shortness of breath or difficulty breathing; muscle or body aches (aches and pains); headache; sore throat; congestion or runny nose (nasal congestion); new loss of taste or smell; nausea or vomiting; and diarrhea.,0.0,0.21383647798742136,0.8036220510753407,1.0,0.9999999999,1.0,0.35219780219782937
How long can a person spread COVID-19?,"At this time, it appears that persons can shed SARSCoV 2 virus about 2 days before becoming ill and up to 8 days after symptoms onset. CDC has recently changed the home isolation for known cases of COVID 19 due to this updated information. It is now known that persons can be asymptomatic with COVID 19. So, it is important that persons continue measures including social distancing, respiratory hygiene, and the use of cloth face coverings in persons 2 years of age and older to reduce the spread of this virus. health officials do not know when someone with COVID-19 becomes contagious.",COUGH_FAQ_BANK,"At this time, it appears that persons can shed SARSCoV 2 virus about 2 days before becoming ill and up to 8 days after symptoms onset. CDC has recently changed the home isolation for known cases of COVID 19 due to this updated information. It is now known that persons can be asymptomatic with COVID 19. So, it is important that persons continue measures including social distancing, respiratory hygiene, and the use of cloth face coverings in persons 2 years of age and older to reduce the spread of this virus. health officials do not know when someone with COVID-19 becomes contagious.",transmission,"A person can spread COVID-19 about 2 days before becoming ill and up to 8 days after symptoms onset. Asymptomatic individuals can also transmit the virus. || An infected person can spread COVID-19 starting 48 hours before symptoms appear or a positive test. || A person with COVID-19 is contagious starting 2 days before symptoms appear (or 2 days before a positive test if asymptomatic) until they meet the criteria to discontinue isolation. || A person can spread COVID-19 most easily when they have symptoms, but they can also spread it before symptoms appear. Symptoms may take 2–14 days to develop after exposure. || A person can spread COVID-19 even if asymptomatic. Health officials do not have a definitive timeline for how long this can occur.","From the provided sources, a person can spread COVID-19 starting about 2 days (48 hours) before symptoms appear (or about 2 days before a positive test if asymptomatic). One source states this can continue up to 8 days after symptom onset. Other sources note contagiousness continues until criteria to discontinue isolation are met, and that for asymptomatic transmission there is no definitive timeline given.",0.06684975640879183,0.19047619047619047,0.8180291692637806,1.0,0.9999999999,0.4,0.4370748299320321
What kind of pertussis vaccine is used in middle and high income countries?,acellular,COVID-QA_MASTER,"Population-Based Pertussis Incidence and Risk Factors in Infants Less Than 6 Months in Nepal https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5907881/ SHA: ef821e34873d4752ecae41cd9dfc08a5e6db45e2 Authors: Hughes, Michelle M; Englund, Janet A; Kuypers, Jane; Tielsch, James M; Khatry, Subarna K; Shrestha, Laxman; LeClerq, Steven C; Steinhoff, Mark; Katz, Joanne Date: 2017-03-01 DOI: 10.1093/jpids/piw079 License: cc-by Abstract: BACKGROUND: Pertussis is estimated to cause 2 percent of childhood deaths globally and is a growing public health problem in developed countries despite high vaccination",vaccination,"Acellular pertussis vaccine is used in middle and high income countries. || Middle and high-income countries use whole cell pertussis vaccines, as recently recommended by the WHO. || The retrieved context does not provide relevant information regarding the type of pertussis vaccine used in middle and high-income countries. || Middle and high-income countries typically use the acellular pertussis vaccine. || In middle and high-income countries, acellular pertussis vaccines are used, which provide less long-lasting immunity compared to whole-cell vaccines or natural infection. This has led to waning pertussis antibody levels in women of child-bearing age.","The context most consistently states that **acellular pertussis vaccines** are used in middle and high-income countries (Sources 1, 4, and 5), though one source conflicts by stating whole-cell vaccines are used (Source 2).",0.0,0.05555555555555556,0.0,1.0,0.9999999999,1.0,0.31375838926177624
Are there any vaccines against to protect against respiratory viral infections?,"Currently, there are no approved vaccines or medications available for most of the respiratory viruses",COVID-QA_MASTER,"A 3-year prospective study of the epidemiology of acute respiratory viral infections in hospitalized children in Shenzhen, China https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4181804/ SHA: ef5fe7296ec8baf90d974cf5737af0da3ed403ea Authors: He, Ying; Lin, Guang-Yu; Wang, Qiong; Cai, Xiao-Ying; Zhang, Yin-Hui; Lin, Chuang-Xing; Lu, Chang-Dong; Lu, Xue-Dong Date: 2014-05-14 DOI: 10.1111/irv.12257 License: cc-by Abstract: BACKGROUND: The epidemiology of local viral etiologies is essential for the management of viral respiratory tract infections. Limited data are available in China to describe th",vaccination,"Vaccines against pneumonia do not protect against COVID-19. Vaccination against respiratory illnesses is highly recommended for health protection. || Pneumococcal vaccines do not specifically protect against the coronavirus that causes COVID-19, but they are recommended to protect against other respiratory illnesses. || Vaccination against respiratory illnesses is highly recommended to protect your health, but flu and pneumonia vaccines are not effective against COVID-19. || No existing vaccines protect against SARS-CoV-2, the virus that causes COVID-19. || Vaccines like the pneumococcal vaccine and Hib vaccine protect against specific bacterial infections but do not protect against coronavirus pneumonia, including COVID-19.","I do not have enough information to answer this question. The provided context only states that flu and pneumonia (e.g., pneumococcal, Hib) vaccines do not protect against COVID-19/SARS‑CoV‑2, and recommends vaccination against respiratory illnesses in general, but it does not specify whether there are vaccines that protect against respiratory viral infections broadly.",0.0,0.11111111111111112,0.0,0.75,0.9999999999,0.0,0.18875838926179722
What is the global coverage of influenza and pneumonia vaccines?,"By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. However, inequities are still apparent among regions: in the Americas coverage is estimated at 90%, while in the Western Pacific it is only 25%. By 2015, pneumococcal conjugate vaccination had been introduced into 54 countries, with global coverage of 35% for three doses of pneumococcal conjugate vaccination for infant populations",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. Coverage varies by region: 90% in the Americas and 25% in the Western Pacific. || Global coverage for influenza and pneumonia vaccines varies, with the Western Pacific at 25%. By 2015, pneumococcal conjugate vaccination was introduced in 54 countries, achieving 35% coverage for three doses in infant populations. || Vaccination against Haemophilus influenzae type B is associated with an 18% decrease in radiologic pneumonia, while pneumococcal conjugate vaccination is linked to a 26% decrease in California. || Pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia, 25% in South Africa, and 26% in the Philippines. || Vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks who were not infected with HIV in South Africa.","I do not have enough information to answer this question. The context states that global coverage for influenza and pneumonia vaccines varies and gives one regional figure (25% in the Western Pacific), but it does not provide a single global coverage percentage.",0.03570050021523564,0.17391304347826086,0.0,0.5,0.9999999999,1.0,0.28020134228191607
6. I am well and asymptomatic. Should I use a mask?,"According to the WHO, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non-sick persons. However, masks might be worn in some countries according to local cultural habits. If masks are used, best practices should be followed on how to wear, remove, and dispose of them and on hand hygiene action after removal. For more information, visit the WHO guidance on use of masks in the community.",COVID19_FAQ,"According to the WHO, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non-sick persons. However, masks might be worn in some countries according to local cultural habits. If masks are used, best practices should be followed on how to wear, remove, and dispose of them and on hand hygiene action after removal. For more information, visit the WHO guidance on use of masks in the community.",symptoms,"According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its benefit for non-sick persons. However, local cultural practices may influence mask usage. If masks are worn, proper usage and hygiene practices should be followed. || According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its usefulness for protecting non-sick persons. || Masks may be worn in some countries based on local customs. If used, follow best practices for wearing, removing, and disposing of them, as well as hand hygiene after removal. || As you are well and asymptomatic, refer to WHO guidance on mask use in the community. || You should wear a mask for as long as you are coughing or sneezing, and only stop after a complete recovery, which is defined as 24-48 hours without symptoms.","According to the WHO guidance in the provided context, if you are well and asymptomatic, you do not need to wear a medical mask because there is no evidence of benefit for non-sick persons. However, in some places masks may be worn due to local cultural practices; if you choose to wear one, follow proper best practices for use and hand hygiene.",0.1282004323995729,0.3636363636363636,0.6155232082659929,1.0,0.9999999999,0.75,0.6357894736842872
Should hepatitis A and hepatitis B vaccines continue to be administered to adults at risk for hepatitis A or hepatitis B?,"Yes. Continue to administer these vaccines if an in-person visit must be scheduled for some other purpose and the clinical preventive service can be delivered during that visit with no additional risk; or an individual patient and their clinician believe that there is a compelling need to receive the service based on an assessment that the potential benefit outweighs the risk of exposure to SARS-CoV-2 virus. For more information see Delivery of Adult Clinical Preventive Services, Including Immunizations.",COUGH_FAQ_BANK,"Yes. Continue to administer these vaccines if an in-person visit must be scheduled for some other purpose and the clinical preventive service can be delivered during that visit with no additional risk; or an individual patient and their clinician believe that there is a compelling need to receive the service based on an assessment that the potential benefit outweighs the risk of exposure to SARS-CoV-2 virus. For more information see Delivery of Adult Clinical Preventive Services, Including Immunizations.",vaccination,"The retrieved context does not provide relevant information regarding the administration of hepatitis A and B vaccines to adults at risk. Therefore, there is no medically important fact to preserve. || Hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for hepatitis A or hepatitis B. || Hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for hepatitis A or hepatitis B. A concern with these vaccines is their safety in immunocompromised individuals. || The retrieved context does not address the user query about hepatitis A and B vaccines. Therefore, there is no relevant information to compress. || The retrieved context does not address the user query about the administration of hepatitis A and B vaccines to adults at risk. Therefore, there is no relevant information to compress.",Yes. The context states that hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for hepatitis A or hepatitis B.,0.0,0.1308411214953271,0.9626328096405192,1.0,0.0,0.0,0.3526522593320525
"What are the recommendations for individuals, especially vulnerable persons, in slowing the spread of COVID-19?","The following are recommendations for individuals under the Safer at Home health order: Minimizing travel outside the home, especially if sick. Wearing face coverings around people from other households when it is necessary to leave the home. Washing hands frequently with soap and water or hand sanitizer, especially after touching frequently used items or surfaces Refraining from touching one's face. Sneezing or coughing into a tissue, or the inside of one's elbow. Disinfecting frequently used items and surfaces as much as possible.",COUGH_FAQ_BANK,"The following are recommendations for individuals under the Safer at Home health order: Minimizing travel outside the home, especially if sick. Wearing face coverings around people from other households when it is necessary to leave the home. Washing hands frequently with soap and water or hand sanitizer, especially after touching frequently used items or surfaces Refraining from touching one's face. Sneezing or coughing into a tissue, or the inside of one's elbow. Disinfecting frequently used items and surfaces as much as possible.",transmission,"Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include minimizing travel outside the home, particularly if sick, and wearing face coverings around people from other households when leaving the home is necessary. || Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include: 

- Washing hands frequently with soap and water or hand sanitizer.
- Refraining from touching the face.
- Sneezing or coughing into a tissue or the inside of the elbow.
- Disinfecting frequently used items and surfaces. || To slow the spread of COVID-19, individuals, especially vulnerable persons, should minimize in-person contact, practice physical distancing, ensure good ventilation, wear masks or cloth face coverings, and wash hands frequently. Fewer, shorter, and safer interactions are essential. || Public Health recommends that everyone, especially vulnerable individuals, avoid all non-essential contact with others to help slow the spread of COVID-19. || Older adults and individuals with risk factors should stay home if possible and wear a cloth face covering in public, especially where social distancing is difficult.","Recommendations for individuals—especially vulnerable persons—to slow the spread of COVID-19 include:

- Avoid all non-essential contact with others and minimize in-person contact.
- Minimize travel outside the home; stay home if possible, particularly if sick.
- Practice physical distancing.
- Wear a mask/cloth face covering when around people from other households or in public, especially where distancing is difficult.
- Ensure good ventilation.
- Wash hands frequently with soap and water or hand sanitizer.
- Avoid touching your face.
- Cough or sneeze into a tissue or the inside of your elbow.
- Disinfect frequently used items and surfaces.
- Keep interactions fewer, shorter, and safer when they are necessary.",0.19500989829119728,0.4421052631578948,0.818799328255354,1.0,0.9999999999,1.0,0.41666666666675967
How can CCR5's effect in HIV-1 transmission be reduced?,The 32-pb deletion polymorphism in CCR5 has be shown to protect from vertical transmission of HIV-1,COVID-QA_MASTER,"Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2752805/ Boily-Larouche, Geneviève; Iscache, Anne-Laure; Zijenah, Lynn S.; Humphrey, Jean H.; Mouland, Andrew J.; Ward, Brian J.; Roger, Michel 2009-10-07 DOI:10.1371/journal.pone.0007211 License:cc-by Abstract: BACKGROUND: Mother-to-child transmission (MTCT) is the main cause of HIV-1 infection in children worldwide. Given that the C-type lectin receptor, dendritic cell-specific ICAM-grabbing non-integrin-related (DC-SIGNR, also known as CD209L or l",transmission,"The 32-pb deletion polymorphism in CCR5 protects against vertical transmission of HIV-1. || CCR5 genetic variants can influence HIV-1 transmission, with higher expression linked to increased risk of mother-to-child transmission (MTCT) in sub-Saharan Africans. || Low levels of DC-SIGNR in the placenta allow HIV-1 to preferentially bind CCR5 on endothelial cells, compromising placental barrier integrity and increasing the transmission of maternal HIV-1-infected cells to the fetus. || High copy numbers of CCL3L1, a ligand for CCR5, are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1. || DC-SIGNR at the placental endothelial cell surface may protect infants from HIV-1 infection by capturing the virus and promoting its degradation/presentation.","Based on the provided context, CCR5’s effect on HIV-1 mother-to-child transmission could be reduced by:

- Having the CCR5 32-bp deletion polymorphism, which is reported to protect against vertical (mother-to-child) transmission of HIV-1. 
- Reducing CCR5 expression, since higher CCR5 expression is linked to increased risk of mother-to-child transmission.
- Increasing levels of CCL3L1 (a CCR5 ligand) via high copy numbers, which are associated with increased chemokine production and a reduced risk of mother-to-child transmission.
- Maintaining higher placental DC-SIGNR levels, because low DC-SIGNR allows HIV-1 to preferentially bind CCR5 on endothelial cells; conversely, DC-SIGNR at the placental endothelial surface may protect by capturing the virus and promoting its degradation/presentation.",0.0,0.15602836879432624,0.7618894272085491,0.6,0.9999999999,1.0,8.376632720796806e-14
What is the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants?,544 base pairs,COVID-QA_MASTER,"The First Detection of Equine Coronavirus in Adult Horses and Foals in Ireland https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832964/ SHA: eee5a9068ade4c6776f189045115a90a5785e983 Authors: Nemoto, Manabu; Schofield, Warren; Cullinane, Ann Date: 2019-10-14 DOI: 10.3390/v11100946 License: cc-by Abstract: The objective of this study was to investigate the presence of equine coronavirus (ECoV) in clinical samples submitted to a diagnostic laboratory in Ireland. A total of 424 clinical samples were examined from equids with enteric disease in 24 Irish counties between 2011 and 2015. A real-time",prevention,"The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is 544 base pairs. || The distance between the p4.7 and p12.7 genes in the Irish equine coronavirus variant includes a 148-nucleotide insertion compared to the Japanese variant. || The Irish equine coronaviruses show a high level of homology, suggesting low genetic diversity. The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is not specified. || The retrieved context does not contain relevant information regarding the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants. || The retrieved context does not contain relevant information regarding the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants.",The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is 544 base pairs.,0.0,0.24000000000000002,0.9999992142075285,0.3333333333333333,0.9999999999,1.0,0.46974789915968096
What are the symptoms of H5N1 infection in humans?,"fever, encephalitis, pneumonia, and severe acute respiratory syndrome (SARS)",COVID-QA_MASTER,"Immunomodulatory Activity and Protective Effects of Polysaccharide from Eupatorium adenophorum Leaf Extract on Highly Pathogenic H5N1 Influenza Infection https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3789439/ SHA: efba2008a6ccf1ad2614aebd79a6a741ea6538b9 Authors: Jin, Yi; Zhang, Yuewei; Wan, Chunyan; Wang, Hongjun; Hou, Lingyu; Chang, Jianyu; Fan, Kai; Xie, Xiangming Date: 2013-09-18 DOI: 10.1155/2013/194976 License: cc-by Abstract: The development of novel broad-spectrum, antiviral agents against H5N1 infection is urgently needed. In this study, we evaluated the immunomodulatory activities",symptoms,"Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || Symptoms of H5N1 infection in humans can include pneumonia, severe acute respiratory syndrome, kidney failure, and potentially death. || The retrieved context does not contain relevant information about H5N1 infection symptoms in humans. Please provide the correct context for compression. || Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || The retrieved context does not contain relevant information about H5N1 infection symptoms in humans. Please provide the correct context for a proper response.","Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. It can also lead to more severe illness such as pneumonia, severe acute respiratory syndrome, kidney failure, and potentially death.",0.04486064422612572,0.18181818181818182,0.9999968916507957,1.0,0.9999999999,0.75,0.24008541793781818
How are the studies on B-cells helping the development of a universal influenza vaccine?,"Influenza also performs fusion through the stem region of the hemagglutinin protein, and the identification of B cells that target this relatively conserved site has spurred research on the development of a universal influenza vaccine (",COVID-QA_MASTER,"Techniques to Study Antigen-Specific B Cell Responses https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6667631/ SHA: ee632fa425607e8ff91fc3730bc0782d43ce9c0c Authors: Boonyaratanakornkit, Jim; Taylor, Justin J. Date: 2019-07-24 DOI: 10.3389/fimmu.2019.01694 License: cc-by Abstract: Antibodies against foreign antigens are a critical component of the overall immune response and can facilitate pathogen clearance during a primary infection and also protect against subsequent infections. Dysregulation of the antibody response can lead to an autoimmune disease, malignancy, or enhanced infection. Sin",vaccination,"Studies on B-cells targeting the conserved stem region of the hemagglutinin protein are advancing the development of a universal influenza vaccine. || Studies on B-cells have provided insights into the immune response to infections, which can inform the development of safer and more effective vaccine candidates for viruses like influenza. || Studies on B-cells have led to the development of vaccine candidates that elicit protective antibodies, antibodies that prevent disease when administered prophylactically, and therapeutic antibodies for use after disease onset. || Studies on B-cells have improved the understanding of immunity to conserved influenza virus antigens, raising the possibility of developing a universal influenza vaccine. || Studies on rare B-cells that produce broadly neutralizing antibodies (bnAbs) are motivated by the discovery that these antibodies can protect against diverse viral isolates, driving efforts to understand their developmental pathways.","Studies on B-cells are helping develop a universal influenza vaccine by improving understanding of immunity to conserved influenza antigens—especially B-cell responses targeting the conserved stem region of hemagglutinin—and by investigating rare B-cells that produce broadly neutralizing antibodies that can protect against diverse viral isolates, which supports efforts to design vaccines with broader, potentially universal protection.",0.06615234767042727,0.23157894736842102,0.9569727226073207,0.8571428571428571,0.9999999999,0.5,0.13255033557053147
10. Are the symptoms of COVID-19 different in children than in adults?,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",COVID19_FAQ,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",symptoms,"The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. It is unclear if some children, particularly those with underlying medical conditions, are at higher risk for severe illness. || The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. || Children exhibit similar cold-like symptoms to adults, including fever, runny nose, and cough. Severe symptoms are uncommon, with some children experiencing vomiting and diarrhea. || The symptoms of COVID-19 are similar in children and adults, including fever, cough, and difficulty breathing. || The most common symptoms of COVID-19 include fever, tiredness, and dry cough, with some patients experiencing aches, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and can begin gradually. Some individuals may be asymptomatic. Serious illness, including difficulty breathing, occurs in about 1 in 6 cases, particularly in older adults and those with underlying health conditions.","The context indicates that COVID-19 symptoms are generally similar in children and adults. However, children typically have milder illness. Reported symptoms in children include fever, runny nose, cough, and sometimes vomiting and diarrhea. It is also noted that it is unclear whether some children (especially those with underlying medical conditions) are at higher risk for severe illness.",0.2587100075608872,0.4755244755244755,0.694707827438993,1.0,0.9999999999,0.7142857142857143,0.5519278606965855
What is the percentage reduction in pneumonia cases due to vaccination?,"Haemophilus influenzae type B conjugate vaccination in high-burden communities, the vaccination was associated with an 18% decrease in radiologic pneumonia [13] . Introduction of pneumococcal conjugate vaccination was associated with a 26% decrease in radiologic pneumonia in California between 1995 and 1998 [14] . In vaccine efficacy trials in low-and middle-income countries, pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia [15] , 25% in South Africa [16] and 26% in the Philippines",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"Haemophilus influenzae type B conjugate vaccination is associated with an 18% decrease in radiologic pneumonia. Pneumococcal conjugate vaccination is associated with a 26% decrease in radiologic pneumonia. || Pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia, 25% in South Africa, and 26% in the Philippines. || Vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks in South Africa. || The 10-valent pneumococcal conjugate vaccine has a vaccine efficacy of 22% in preventing presumed bacterial pneumonia in young children in South America. || There has been a 25% decrease in the incidence of pneumonia in low-and middle-income countries, from 0.29 episodes per child year in 2000 to 0.22 episodes per child year in 2010.","The context reports several vaccination-associated reductions in pneumonia, depending on the vaccine and setting:

- Haemophilus influenzae type B (Hib) conjugate vaccination: **18% decrease** in radiologic pneumonia. (Source 1)
- Pneumococcal conjugate vaccination: **26% decrease** in radiologic pneumonia overall (Source 1), with reported reductions of **37% (Gambia)**, **25% (South Africa)**, and **26% (Philippines)**. (Source 2)

Because the percentage reduction varies by vaccine type, outcome definition (radiologic vs presumed bacterial pneumonia), and location, the context does not provide one single universal percentage reduction.",0.06275858228261817,0.34615384615384615,0.0,1.0,0.9999999999,0.8,8.393286066166183e-14
