question,ground_truth_answer,source_document,supporting_context,topic,context_used,llm_response
- Diarrhea || The most common symptoms of COVID-19 are fever, tiredness, and dry cough. Other symptoms may include aches and pains, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and begin gradually. Some infected individuals may remain asymptomatic. || Symptoms of COVID-19 include cough, shortness of breath or difficulty breathing, fever, chills, repeated shaking with chills, muscle pain, headache, sore throat, and new loss of taste or smell. || Symptoms of COVID-19 include fever, cough, shortness of breath, and difficulty breathing.","The symptoms of COVID-19 include fever, tiredness, dry cough, aches, nasal congestion, runny nose, sore throat, diarrhea, chills, shortness of breath, difficulty breathing, muscle or body aches, headache, new loss of taste or smell, nausea or vomiting, and congestion."
How long can a person spread COVID-19?,"At this time, it appears that persons can shed SARSCoV 2 virus about 2 days before becoming ill and up to 8 days after symptoms onset. CDC has recently changed the home isolation for known cases of COVID 19 due to this updated information. It is now known that persons can be asymptomatic with COVID 19. So, it is important that persons continue measures including social distancing, respiratory hygiene, and the use of cloth face coverings in persons 2 years of age and older to reduce the spread of this virus. health officials do not know when someone with COVID-19 becomes contagious.",COUGH_FAQ_BANK,"At this time, it appears that persons can shed SARSCoV 2 virus about 2 days before becoming ill and up to 8 days after symptoms onset. CDC has recently changed the home isolation for known cases of COVID 19 due to this updated information. It is now known that persons can be asymptomatic with COVID 19. So, it is important that persons continue measures including social distancing, respiratory hygiene, and the use of cloth face coverings in persons 2 years of age and older to reduce the spread of this virus. health officials do not know when someone with COVID-19 becomes contagious.",transmission,A person can spread COVID-19 about 2 days before becoming ill and up to 8 days after symptoms onset. Asymptomatic individuals can also transmit the virus. || An infected person can spread COVID-19 starting 48 hours before symptoms appear or a positive test. || A person with COVID-19 is contagious starting from 2 days before symptoms appear (or 2 days before testing positive if asymptomatic) until they meet the criteria to discontinue isolation. || A person can spread COVID-19 even if asymptomatic. Health officials do not have a definitive timeline for how long this can occur. || A person with COVID-19 is contagious starting 2 days before symptoms appear (or 2 days before a positive test if asymptomatic) until they meet the criteria to discontinue isolation.,"A person with COVID-19 can spread the virus starting 2 days before symptoms appear (or 2 days before a positive test if asymptomatic) until they meet the criteria to discontinue isolation, and asymptomatic individuals can also transmit the virus, but the exact duration for asymptomatic transmission is not specified in the context."
What kind of pertussis vaccine is used in middle and high income countries?,acellular,COVID-QA_MASTER,"Population-Based Pertussis Incidence and Risk Factors in Infants Less Than 6 Months in Nepal https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5907881/ SHA: ef821e34873d4752ecae41cd9dfc08a5e6db45e2 Authors: Hughes, Michelle M; Englund, Janet A; Kuypers, Jane; Tielsch, James M; Khatry, Subarna K; Shrestha, Laxman; LeClerq, Steven C; Steinhoff, Mark; Katz, Joanne Date: 2017-03-01 DOI: 10.1093/jpids/piw079 License: cc-by Abstract: BACKGROUND: Pertussis is estimated to cause 2 percent of childhood deaths globally and is a growing public health problem in developed countries despite high vaccination",vaccination,"Acellular pertussis vaccine is used in middle and high income countries. || Middle and high-income countries use whole cell pertussis vaccines. || The retrieved context does not contain relevant information about the pertussis vaccine used in middle and high-income countries. Please provide the correct context for compression. || Middle and high-income countries typically use acellular pertussis vaccines. || In middle and high-income countries, acellular pertussis vaccines are used, which provide less long-lasting immunity compared to whole-cell vaccines or natural infection. This has led to waning pertussis antibody levels in women of child-bearing age.",Acellular pertussis vaccine is used in middle and high income countries.
Are there any vaccines against to protect against respiratory viral infections?,"Currently, there are no approved vaccines or medications available for most of the respiratory viruses",COVID-QA_MASTER,"A 3-year prospective study of the epidemiology of acute respiratory viral infections in hospitalized children in Shenzhen, China https://www.ncbi.nlm.nih.gov/pmc/articles/PMC4181804/ SHA: ef5fe7296ec8baf90d974cf5737af0da3ed403ea Authors: He, Ying; Lin, Guang-Yu; Wang, Qiong; Cai, Xiao-Ying; Zhang, Yin-Hui; Lin, Chuang-Xing; Lu, Chang-Dong; Lu, Xue-Dong Date: 2014-05-14 DOI: 10.1111/irv.12257 License: cc-by Abstract: BACKGROUND: The epidemiology of local viral etiologies is essential for the management of viral respiratory tract infections. Limited data are available in China to describe th",vaccination,"Vaccines against pneumonia do not protect against COVID-19. Vaccination against respiratory illnesses is highly recommended for health protection. || Pneumococcal vaccines do not specifically protect against the coronavirus that causes COVID-19, but they are recommended to protect against other respiratory illnesses. || Vaccination against respiratory illnesses is highly recommended to protect your health, but flu and pneumonia vaccines are not effective against COVID-19. || Vaccines like the pneumococcal vaccine and Haemophilus influenza type B (Hib) vaccine protect against specific bacterial infections but do not protect against coronavirus pneumonia, including COVID-19. || Vaccines can help protect against respiratory infections. If you’re over 65, have a chronic respiratory illness, or a history of cancer, consult your doctor about the pneumonia vaccine, which protects against certain types of pneumonia, though not those caused by coronavirus.","The context does not specifically mention vaccines against respiratory viral infections, but it mentions that pneumococcal vaccines and other vaccines protect against specific bacterial infections and are recommended for protection against other respiratory illnesses. However, it is explicitly stated that these vaccines do not protect against COVID-19, which is a respiratory viral infection."
What is the global coverage of influenza and pneumonia vaccines?,"By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. However, inequities are still apparent among regions: in the Americas coverage is estimated at 90%, while in the Western Pacific it is only 25%. By 2015, pneumococcal conjugate vaccination had been introduced into 54 countries, with global coverage of 35% for three doses of pneumococcal conjugate vaccination for infant populations",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"By the end of 2015, Haemophilus influenzae type B conjugate vaccination had been introduced in 73 countries, with global coverage estimated at 68%. Coverage varies by region: 90% in the Americas and 25% in the Western Pacific. || Global coverage of influenza and pneumonia vaccines varies, with the Western Pacific at 25%. By 2015, pneumococcal conjugate vaccination was introduced in 54 countries, achieving 35% coverage for three doses in infant populations. || Vaccination against Haemophilus influenzae type B is associated with an 18% decrease in radiologic pneumonia, while pneumococcal conjugate vaccination is linked to a 26% decrease in California. || New conjugate vaccines against Haemophilus influenzae type b and Streptococcus pneumoniae have reduced cases of pneumonia. || Pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia, 25% in South Africa, and 26% in the Philippines.","The context does not provide a specific global coverage of influenza and pneumonia vaccines, but it mentions that the Western Pacific has 25% coverage."
6. I am well and asymptomatic. Should I use a mask?,"According to the WHO, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non-sick persons. However, masks might be worn in some countries according to local cultural habits. If masks are used, best practices should be followed on how to wear, remove, and dispose of them and on hand hygiene action after removal. For more information, visit the WHO guidance on use of masks in the community.",COVID19_FAQ,"According to the WHO, for individuals without respiratory symptoms, a medical mask is not required, as no evidence is available on its usefulness to protect non-sick persons. However, masks might be worn in some countries according to local cultural habits. If masks are used, best practices should be followed on how to wear, remove, and dispose of them and on hand hygiene action after removal. For more information, visit the WHO guidance on use of masks in the community.",symptoms,"According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its effectiveness for non-sick persons. However, local cultural practices may influence mask usage. If masks are worn, proper usage and hygiene practices should be followed. || According to the WHO, individuals who are well and asymptomatic do not need to wear a medical mask, as there is no evidence of its usefulness for protecting non-sick persons. || If masks are used, follow best practices for wearing, removing, and disposing of them, as well as hand hygiene after removal. Local cultural habits may also influence mask usage. || As you are well and asymptomatic, refer to WHO guidance on mask use in the community. || You should wear a mask for as long as you are coughing or sneezing, and only stop after a complete recovery, which is defined as 24-48 hours without symptoms.","According to the WHO, as you are well and asymptomatic, you do not need to wear a medical mask, as there is no evidence of its effectiveness for non-sick persons."
Should hepatitis A and hepatitis B vaccines continue to be administered to adults at risk for hepatitis A or hepatitis B?,"Yes. Continue to administer these vaccines if an in-person visit must be scheduled for some other purpose and the clinical preventive service can be delivered during that visit with no additional risk; or an individual patient and their clinician believe that there is a compelling need to receive the service based on an assessment that the potential benefit outweighs the risk of exposure to SARS-CoV-2 virus. For more information see Delivery of Adult Clinical Preventive Services, Including Immunizations.",COUGH_FAQ_BANK,"Yes. Continue to administer these vaccines if an in-person visit must be scheduled for some other purpose and the clinical preventive service can be delivered during that visit with no additional risk; or an individual patient and their clinician believe that there is a compelling need to receive the service based on an assessment that the potential benefit outweighs the risk of exposure to SARS-CoV-2 virus. For more information see Delivery of Adult Clinical Preventive Services, Including Immunizations.",vaccination,"The retrieved context does not provide relevant information regarding the administration of hepatitis A and B vaccines to adults at risk. Therefore, there is no medically important fact to preserve or compress. || Hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for these infections, particularly for at-risk populations. || Hepatitis A and B vaccines should continue to be administered to adults at risk for these infections. Safety concerns exist for immunocompromised individuals. || The retrieved context does not address the user query about the administration of hepatitis A and B vaccines to at-risk adults. Therefore, no relevant information can be compressed from the provided text. || The retrieved context does not address the user query about hepatitis A and B vaccines. Therefore, there is no relevant information to compress.","Yes, hepatitis A and hepatitis B vaccines should continue to be administered to adults at risk for these infections, particularly for at-risk populations, but safety concerns exist for immunocompromised individuals."
"What are the recommendations for individuals, especially vulnerable persons, in slowing the spread of COVID-19?","The following are recommendations for individuals under the Safer at Home health order: Minimizing travel outside the home, especially if sick. Wearing face coverings around people from other households when it is necessary to leave the home. Washing hands frequently with soap and water or hand sanitizer, especially after touching frequently used items or surfaces Refraining from touching one's face. Sneezing or coughing into a tissue, or the inside of one's elbow. Disinfecting frequently used items and surfaces as much as possible.",COUGH_FAQ_BANK,"The following are recommendations for individuals under the Safer at Home health order: Minimizing travel outside the home, especially if sick. Wearing face coverings around people from other households when it is necessary to leave the home. Washing hands frequently with soap and water or hand sanitizer, especially after touching frequently used items or surfaces Refraining from touching one's face. Sneezing or coughing into a tissue, or the inside of one's elbow. Disinfecting frequently used items and surfaces as much as possible.",transmission,"Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include minimizing travel outside the home, particularly if sick, and wearing face coverings around people from other households when leaving the home is necessary. || Recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include: 

- Washing hands frequently with soap and water or hand sanitizer.
- Refraining from touching one's face.
- Sneezing or coughing into a tissue or the inside of one's elbow.
- Disinfecting frequently used items and surfaces. || To slow the spread of COVID-19, individuals, especially vulnerable persons, should minimize in-person contact, practice physical distancing, ensure good ventilation, wear masks or cloth face coverings, and wash hands frequently. Fewer, shorter, and safer interactions are essential. || Public Health recommends that everyone, especially vulnerable individuals, avoid all non-essential contact with others to help slow the spread of COVID-19. || Older adults and individuals with risk factors should stay home if possible and wear a cloth face covering in public, especially where social distancing is difficult.","The recommendations for individuals, especially vulnerable persons, to slow the spread of COVID-19 include minimizing travel outside the home, wearing face coverings around people from other households, washing hands frequently, refraining from touching one's face, sneezing or coughing into a tissue or the inside of one's elbow, disinfecting frequently used items and surfaces, practicing physical distancing, ensuring good ventilation, minimizing in-person contact, and avoiding non-essential contact with others. Additionally, older adults and individuals with risk factors should stay home if possible and wear a cloth face covering in public, especially where social distancing is difficult."
How can CCR5's effect in HIV-1 transmission be reduced?,The 32-pb deletion polymorphism in CCR5 has be shown to protect from vertical transmission of HIV-1,COVID-QA_MASTER,"Functional Genetic Variants in DC-SIGNR Are Associated with Mother-to-Child Transmission of HIV-1 https://www.ncbi.nlm.nih.gov/pmc/articles/PMC2752805/ Boily-Larouche, Geneviève; Iscache, Anne-Laure; Zijenah, Lynn S.; Humphrey, Jean H.; Mouland, Andrew J.; Ward, Brian J.; Roger, Michel 2009-10-07 DOI:10.1371/journal.pone.0007211 License:cc-by Abstract: BACKGROUND: Mother-to-child transmission (MTCT) is the main cause of HIV-1 infection in children worldwide. Given that the C-type lectin receptor, dendritic cell-specific ICAM-grabbing non-integrin-related (DC-SIGNR, also known as CD209L or l",transmission,"The 32-pb deletion polymorphism in CCR5 protects against vertical transmission of HIV-1. || Genetic variants in CCR5 can influence HIV-1 transmission, with higher expression of the receptor linked to an increased risk of mother-to-child transmission (MTCT) in sub-Saharan Africans. || High copy numbers of CCL3L1, a ligand for CCR5, are linked to increased chemokine production and a reduced risk of mother-to-child transmission (MTCT) of HIV-1. || DC-SIGNR at the placental endothelial cell surface may protect infants from HIV-1 infection by capturing the virus and promoting its degradation/presentation. || The retrieved context does not provide relevant information regarding reducing CCR5's effect in HIV-1 transmission. Therefore, there is no medically important fact to preserve or compress.",I do not have enough information to answer this question.
What is the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants?,544 base pairs,COVID-QA_MASTER,"The First Detection of Equine Coronavirus in Adult Horses and Foals in Ireland https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6832964/ SHA: eee5a9068ade4c6776f189045115a90a5785e983 Authors: Nemoto, Manabu; Schofield, Warren; Cullinane, Ann Date: 2019-10-14 DOI: 10.3390/v11100946 License: cc-by Abstract: The objective of this study was to investigate the presence of equine coronavirus (ECoV) in clinical samples submitted to a diagnostic laboratory in Ireland. A total of 424 clinical samples were examined from equids with enteric disease in 24 Irish counties between 2011 and 2015. A real-time",prevention,"The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is 544 base pairs. || The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is not specified in the retrieved context. The only relevant information is a 148-nucleotide insertion in the Tokachi09 and Irish coronavirus genomic sequences. || The Irish equine coronaviruses show a high level of homology, suggesting low genetic diversity. || The retrieved context does not contain relevant information regarding the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants. || The retrieved context does not contain relevant information regarding the distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants.",The distance between the p4.7 and p12.7 genes in the Irish versus Japanese equine coronavirus variants is 544 base pairs.
What are the symptoms of H5N1 infection in humans?,"fever, encephalitis, pneumonia, and severe acute respiratory syndrome (SARS)",COVID-QA_MASTER,"Immunomodulatory Activity and Protective Effects of Polysaccharide from Eupatorium adenophorum Leaf Extract on Highly Pathogenic H5N1 Influenza Infection https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3789439/ SHA: efba2008a6ccf1ad2614aebd79a6a741ea6538b9 Authors: Jin, Yi; Zhang, Yuewei; Wan, Chunyan; Wang, Hongjun; Hou, Lingyu; Chang, Jianyu; Fan, Kai; Xie, Xiangming Date: 2013-09-18 DOI: 10.1155/2013/194976 License: cc-by Abstract: The development of novel broad-spectrum, antiviral agents against H5N1 infection is urgently needed. In this study, we evaluated the immunomodulatory activities",symptoms,"Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || Symptoms of H5N1 infection in humans can include pneumonia, severe acute respiratory syndrome, kidney failure, and potentially death. || The retrieved context does not contain relevant information about H5N1 infection symptoms in humans. Please provide the correct context for a proper response. || Symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. || The retrieved context does not contain relevant information about H5N1 infection symptoms in humans. Please provide the correct context for a concise and factual response.","The symptoms of H5N1 infection in humans include fever or chills, cough, shortness of breath, fatigue, muscle or body aches, headache, new loss of taste or smell, sore throat, congestion or runny nose, nausea or vomiting, and diarrhea. Additionally, symptoms can also include pneumonia, severe acute respiratory syndrome, kidney failure, and potentially death."
How are the studies on B-cells helping the development of a universal influenza vaccine?,"Influenza also performs fusion through the stem region of the hemagglutinin protein, and the identification of B cells that target this relatively conserved site has spurred research on the development of a universal influenza vaccine (",COVID-QA_MASTER,"Techniques to Study Antigen-Specific B Cell Responses https://www.ncbi.nlm.nih.gov/pmc/articles/PMC6667631/ SHA: ee632fa425607e8ff91fc3730bc0782d43ce9c0c Authors: Boonyaratanakornkit, Jim; Taylor, Justin J. Date: 2019-07-24 DOI: 10.3389/fimmu.2019.01694 License: cc-by Abstract: Antibodies against foreign antigens are a critical component of the overall immune response and can facilitate pathogen clearance during a primary infection and also protect against subsequent infections. Dysregulation of the antibody response can lead to an autoimmune disease, malignancy, or enhanced infection. Sin",vaccination,"Studies on B-cells targeting the conserved stem region of the hemagglutinin protein are advancing research for a universal influenza vaccine. || Studies on B-cells have provided insights into the immune response to infections, which can inform the development of safer and more effective vaccine candidates for viruses like influenza. || Studies on B-cells have led to the development of vaccine candidates that elicit protective antibodies, antibodies that prevent disease when administered prophylactically, and therapeutic antibodies for use after disease onset. || Studies on B-cells have improved the understanding of immunity to conserved influenza virus antigens, raising the possibility of developing a universal influenza vaccine. || B cells play a crucial role in producing antibodies that can neutralize infections. Studies on memory B cells, particularly those producing specific antibodies, are informing vaccine development strategies, including for influenza.","Studies on B-cells are helping the development of a universal influenza vaccine by providing insights into the immune response to infections, improving the understanding of immunity to conserved influenza virus antigens, and informing vaccine development strategies, including the development of vaccine candidates that elicit protective antibodies."
10. Are the symptoms of COVID-19 different in children than in adults?,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",COVID19_FAQ,"No. The symptoms of COVID-19 are similar in children and adults. However, children with confirmed COVID-19 have generally presented with mild symptoms. Reported symptoms in children include cold-like symptoms, such as fever, runny nose, and cough. Vomiting and diarrhea have also been reported. Its not known yet whether some children may be at higher risk for severe illness, for example, children with underlying medical conditions and special healthcare needs. There is much more to be learned about how the disease impacts children.",symptoms,"The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. It is unclear if some children, particularly those with underlying medical conditions, are at higher risk for severe illness. || The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms. Reported symptoms in children include fever, runny nose, cough, vomiting, and diarrhea. || Children exhibit similar cold-like symptoms to adults, including fever, runny nose, and cough. Severe symptoms are uncommon, with some cases reporting vomiting and diarrhea. || The symptoms of COVID-19 are similar in children and adults, including fever, cough, and difficulty breathing. || The most common symptoms of COVID-19 include fever, tiredness, and dry cough, with some patients experiencing aches, nasal congestion, runny nose, sore throat, or diarrhea. Symptoms are usually mild and can begin gradually. Some individuals may be asymptomatic. Serious illness, including difficulty breathing, occurs in about 1 in 6 cases, particularly in older adults and those with underlying health conditions.","The symptoms of COVID-19 are similar in children and adults, but children typically present with milder symptoms."
What is the percentage reduction in pneumonia cases due to vaccination?,"Haemophilus influenzae type B conjugate vaccination in high-burden communities, the vaccination was associated with an 18% decrease in radiologic pneumonia [13] . Introduction of pneumococcal conjugate vaccination was associated with a 26% decrease in radiologic pneumonia in California between 1995 and 1998 [14] . In vaccine efficacy trials in low-and middle-income countries, pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia [15] , 25% in South Africa [16] and 26% in the Philippines",COVID-QA_MASTER,"Community-acquired pneumonia in children — a changing spectrum of disease https://www.ncbi.nlm.nih.gov/pmc/articles/PMC5608782/ SHA: eecb946b106a94f26a79a964f0160e8e16f79f42 Authors: le Roux, David M.; Zar, Heather J. Date: 2017-09-21 DOI: 10.1007/s00247-017-3827-8 License: cc-by Abstract: Pneumonia remains the leading cause of death in children outside the neonatal period, despite advances in prevention and management. Over the last 20 years, there has been a substantial decrease in the incidence of childhood pneumonia and pneumonia-associated mortality. New conjugate vaccines against Hae",vaccination,"Haemophilus influenzae type B conjugate vaccination is associated with an 18% decrease in radiologic pneumonia. Pneumococcal conjugate vaccination is associated with a 26% decrease in radiologic pneumonia. || Pneumococcal conjugate vaccination reduced radiologic pneumonia by 37% in the Gambia, 25% in South Africa, and 26% in the Philippines. || Vaccination-13 had a vaccine efficacy of 39% in preventing presumed bacterial pneumonia in children older than 16 weeks in South Africa. || The 10-valent pneumococcal conjugate vaccine has a vaccine efficacy of 22% in preventing presumed bacterial pneumonia in young children in South America. || There has been a 25% decrease in the incidence of pneumonia in low-and middle-income countries, from 0.29 episodes per child year in 2000 to 0.22 episodes per child year in 2010.","The context provides various estimates of the percentage reduction in pneumonia cases due to vaccination, including an 18% decrease associated with Haemophilus influenzae type B conjugate vaccination, a 26% decrease associated with pneumococcal conjugate vaccination, and other estimates ranging from 22% to 37% for different pneumococcal conjugate vaccines and regions. Additionally, there has been a 25% decrease in the incidence of pneumonia in low-and middle-income countries from 2000 to 2010."
Why is their controversy surrounding the FIPV vaccine?,"the vaccine contains type 2 strain, whereas type 1 viruses are more prevalent in the field",COVID-QA_MASTER,"In Vitro Antiviral Activity of Circular Triple Helix Forming Oligonucleotide RNA towards Feline Infectious Peritonitis Virus Replication https://www.ncbi.nlm.nih.gov/pmc/articles/PMC3950953/ SHA: f5ad2323eb387f6e271e2842bb2cc4a33504fde3 Authors: Choong, Oi Kuan; Mehrbod, Parvaneh; Tejo, Bimo Ario; Omar, Abdul Rahman Date: 2014-02-20 DOI: 10.1155/2014/654712 License: cc-by Abstract: Feline Infectious Peritonitis (FIP) is a severe fatal immune-augmented disease in cat population. It is caused by FIP virus (FIPV), a virulent mutant strain of Feline Enteric Coronavirus (FECV). Current treatmen",vaccination,"The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While an active infection lasts several weeks to months, the mutation to a form that causes FIP is more likely in immune-compromised cats, particularly those under one year old or in crowded conditions. Continuous disinfection and limiting the number of cats can help manage FCoV in households. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. Cats can shed the virus intermittently, and the mutation to a form that causes FIP is more likely in immune-compromised cats, particularly those under one year old or in crowded conditions. Continuous disinfection and limiting the number of cats can help manage the risk of FCoV transmission. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While cats with FIP are not contagious, they can shed the coronavirus, particularly if they are immune-compromised. The mutation of FCoV to the FIP-causing form is more likely in such cats. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While cats with FIP are not infectious to other cats, they can shed the virus intermittently, especially if they are immune-compromised. The mutation to the FIP-causing form of the virus is more likely in these cats. || The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis). Cats can be exposed to FCoV without showing symptoms, and FIP can develop years later. Not all cats exposed to FCoV will develop FIP, and there is no reliable test for FIP other than biopsies. While a cat with FIP is not infectious to other cats, they can contract FCoV. The mutation to a form of the virus that causes FIP is more likely in immune-compromised cats, and most FIP cases occur in cats under one year old.",The controversy surrounding the FIPV vaccine stems from the complexity of feline coronavirus (FCoV) and its relationship to FIP (Feline Infectious Peritonitis).
Should routinely recommended hepatitis A and hepatitis B vaccines continue to be administered to children?,"Routine hepatitis A and hepatitis B vaccination of children should continue to the extent possible, according to the CDC immunization schedules. Maintaining Childhood Immunizations During COVID-19 Pandemic The COVID-19 pandemic is changing rapidly and continues to affect communities across the United States differently. Some of the strategies used to slow the spread of disease in communities include postponing or cancelling non-urgent elective procedures and using telemedicine instead of face-to-face encounters for routine medical visits. Different strategies are needed to ensure the delivery of newborn care and well-child care, including childhood immunizations. Healthcare providers in communities affected by COVID-19 are using strategies to separate well visits from sick visitsexternal icon. Examples include: Scheduling well visits in the morning and sick visits in the afternoon. Separating patients spatially, such as by placing patients with sick visits in different areas of the clinic or another location from patients with well visits. Collaborating with providers in the community to identify separate locations for holding well visits for children. Because of personal, practice, or community circumstances related to COVID-19, some providers may not be able to provide well-child care, including immunizations, for all patients in their practice. If a practice can provide only limited well-child visits, healthcare providers are encouraged to prioritize newborn care and vaccination of infants and young children (through 24 months of age) when possible. CDC is monitoring the situation and will continue to provide guidance.",COUGH_FAQ_BANK,"Routine hepatitis A and hepatitis B vaccination of children should continue to the extent possible, according to the CDC immunization schedules. Maintaining Childhood Immunizations During COVID-19 Pandemic The COVID-19 pandemic is changing rapidly and continues to affect communities across the United States differently. Some of the strategies used to slow the spread of disease in communities include postponing or cancelling non-urgent elective procedures and using telemedicine instead of face-to-face encounters for routine medical visits. Different strategies are needed to ensure the delivery of newborn care and well-child care, including childhood immunizations. Healthcare providers in communities affected by COVID-19 are using strategies to separate well visits from sick visitsexternal icon. Examples include: Scheduling well visits in the morning and sick visits in the afternoon. Separating patients spatially, such as by placing patients with sick visits in different areas of the clinic or another location from patients with well visits. Collaborating with providers in the community to identify separate locations for holding well visits for children. Because of personal, practice, or community circumstances related to COVID-19, some providers may not be able to provide well-child care, including immunizations, for all patients in their practice. If a practice can provide only limited well-child visits, healthcare providers are encouraged to prioritize newborn care and vaccination of infants and young children (through 24 months of age) when possible. CDC is monitoring the situation and will continue to provide guidance.",vaccination,"The retrieved context does not contain relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children. || The retrieved context does not address the user query about hepatitis A and B vaccines for children. Therefore, there is no relevant information to compress. || Children are at a greater risk of viral infections, being infected two to three times more frequently than adults. || The retrieved context does not contain relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children. Therefore, no medically important facts can be preserved or summarized. || The retrieved context does not contain relevant information regarding the administration of hepatitis A and hepatitis B vaccines to children. Therefore, no medically important facts can be preserved or summarized.",I do not have enough information to answer this question.
"If you've already had COVID-19, can you get it again? Do you still need to wear a mask and practice social distancing?","Due to the SARSCoV 2 being a novel (new) virus, there is not clear scientific evidence concerning the body's ability to develop long term immunity. So, even if a person has had COVID 19 and has recovered, the person should still maintain social distancing, follow good hand washing or hand sanitizing practices, and wear a cloth face covering when in public.",COUGH_FAQ_BANK,"Due to the SARSCoV 2 being a novel (new) virus, there is not clear scientific evidence concerning the body's ability to develop long term immunity. So, even if a person has had COVID 19 and has recovered, the person should still maintain social distancing, follow good hand washing or hand sanitizing practices, and wear a cloth face covering when in public.",prevention,"Even if a person has had COVID-19 and recovered, there is no clear evidence of long-term immunity. Therefore, they should still practice social distancing and good hand hygiene. || Yes, you can get COVID-19 again after having it once. It is still recommended to wear a mask and practice social distancing. || Individuals who have recovered from COVID-19 should still wear masks, practice good hand hygiene, and maintain social distancing, as immunity may be limited and reinfection is possible. || Yes, it is possible to become reinfected with COVID-19 within a few to several months after the initial illness. It is advisable to continue wearing a mask and practicing social distancing. || If you are ill with COVID-19 symptoms or caring for someone who may have COVID-19, wear a mask. Otherwise, masks should be used wisely due to shortages. The best ways to protect yourself include frequent hand washing, covering your cough, and maintaining a distance of at least 1 meter (3 feet) from others.","Yes, it is possible to get COVID-19 again after having it once. Even if you have recovered, you should still practice social distancing and good hand hygiene, and it is recommended to wear a mask."
